Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-09-14,133.177,133.474,132.371,133.177,3109700,0.0,0.0
2017-09-15,133.847,134.025,133.075,133.109,7425100,0.0,0.0
2017-09-18,133.788,133.847,132.626,132.906,3831900,0.0,0.0
2017-09-19,133.406,133.941,132.609,133.542,3554600,0.0,0.0
2017-09-20,133.941,135.629,133.822,135.62,3641100,0.0,0.0
2017-09-21,135.612,135.798,134.458,134.899,2503400,0.0,0.0
2017-09-22,134.772,135.501,134.5,134.797,2442700,0.0,0.0
2017-09-25,134.424,134.611,132.414,132.549,3661500,0.0,0.0
2017-09-26,132.541,133.041,130.013,130.081,6420000,0.0,0.0
2017-09-27,130.217,131.218,130.157,130.675,3915900,0.0,0.0
2017-09-28,132.465,134.288,131.888,133.593,4210200,0.0,0.0
2017-09-29,133.61,134.059,132.431,132.906,3670100,0.0,0.0
2017-10-02,132.329,133.33,132.159,133.143,2407000,0.0,0.0
2017-10-03,132.965,133.567,132.634,133.058,2188400,0.0,0.0
2017-10-04,133.033,133.533,132.88,133.355,1823100,0.0,0.0
2017-10-05,133.432,134.806,133.432,134.704,2796000,0.0,0.0
2017-10-06,134.517,135.832,134.517,135.383,3548500,0.0,0.0
2017-10-09,135.391,136.138,135.298,135.824,2120000,0.0,0.0
2017-10-10,135.459,137.062,135.374,136.214,2909600,0.0,0.0
2017-10-11,136.485,138.47,136.214,138.394,3572500,0.0,0.0
2017-10-12,138.258,139.454,138.072,139.039,3023600,0.0,0.0
2017-10-13,139.497,140.396,139.183,140.277,2957400,0.0,0.0
2017-10-16,140.337,140.591,139.488,139.972,2132300,0.0,0.0
2017-10-17,139.895,140.828,139.751,140.303,2379700,0.0,0.0
2017-10-18,140.209,141.024,139.022,140.616,2798300,0.0,0.0
2017-10-19,140.659,141.617,139.895,141.236,2478100,0.0,0.0
2017-10-20,141.855,142.423,140.387,141.066,5577700,0.0,0.0
2017-10-23,140.896,140.896,138.343,138.555,6214800,0.0,0.0
2017-10-24,140.184,141.227,138.767,139.013,7855200,0.0,0.0
2017-10-25,138.615,140.065,138.267,138.759,3716200,0.0,0.0
2017-10-26,139.234,139.666,138.903,139.123,2934400,0.0,0.0
2017-10-27,139.191,140.684,138.92,140.294,2298100,0.0,0.0
2017-10-30,139.963,141.287,139.683,141.007,2051000,0.0,0.0
2017-10-31,141.024,142.008,140.922,141.583,2873000,0.0,0.0
2017-11-01,140.574,142.5,140.447,141.125,2186100,0.0,0.0
2017-11-02,141.651,142.907,141.236,142.593,2291000,0.0,0.0
2017-11-03,142.508,143.738,142.169,143.059,1959500,0.0,0.0
2017-11-06,143.271,144.561,143.017,144.264,3087700,0.0,0.0
2017-11-07,144.289,144.9,143.797,144.858,2506000,0.0,0.0
2017-11-08,144.349,144.985,143.738,144.289,2605000,0.0,0.0
2017-11-09,143.119,143.526,140.896,141.66,4219000,0.0,0.0
2017-11-10,141.151,141.49,138.708,140.464,4226800,0.0,0.0
2017-11-13,140.362,142.466,140.031,141.974,2605600,0.0,0.0
2017-11-14,141.524,142.864,141.295,142.601,2180900,0.0,0.0
2017-11-15,142.245,143.093,141.787,141.931,2019300,0.0,0.0
2017-11-16,142.237,143.263,142.109,142.584,2293400,0.0,0.0
2017-11-17,142.118,142.254,140.947,141.422,2221400,0.0,0.0
2017-11-20,141.94,142.381,141.456,141.6,2442300,0.0,0.0
2017-11-21,142.126,143.577,142.092,142.763,2653100,0.0,0.0
2017-11-22,143.585,144.501,143.076,143.399,2719200,0.0,0.0
2017-11-24,143.255,143.831,143.204,143.45,963200,0.0,0.0
2017-11-27,143.272,143.509,142.584,143.322,2082400,0.0,0.0
2017-11-28,143.551,145.375,143.39,145.341,2909900,0.0,0.0
2017-11-29,145.647,145.918,143.399,144.569,4590300,0.0,0.0
2017-11-30,145.269,147.769,144.501,146.745,6023700,1.01,0.0
2017-12-01,147.428,147.752,145.397,147.513,4279200,0.0,0.0
2017-12-04,147.855,148.034,145.431,145.619,3943100,0.0,0.0
2017-12-05,148.17,148.691,147.163,147.616,3228700,0.0,0.0
2017-12-06,148.034,148.853,147.624,148.034,2618700,0.0,0.0
2017-12-07,147.24,147.872,146.703,147.547,2284800,0.0,0.0
2017-12-08,147.658,148.085,147.206,147.752,2241100,0.0,0.0
2017-12-11,147.573,147.838,146.959,147.838,2340800,0.0,0.0
2017-12-12,147.624,147.795,146.643,146.967,2805900,0.0,0.0
2017-12-13,147.146,148.443,147.112,148.094,2554000,0.0,0.0
2017-12-14,148.187,148.546,147.479,147.744,2666900,0.0,0.0
2017-12-15,148.734,149.408,148.204,148.529,7435200,0.0,0.0
2017-12-18,149.22,149.996,148.571,148.648,2426300,0.0,0.0
2017-12-19,148.81,149.245,147.692,147.957,3122500,0.0,0.0
2017-12-20,148.332,148.375,146.523,146.916,2749400,0.0,0.0
2017-12-21,147.283,147.411,146.489,146.643,2343300,0.0,0.0
2017-12-22,146.617,146.805,145.534,146.276,3234100,0.0,0.0
2017-12-26,145.994,146.464,145.764,146.165,1280200,0.0,0.0
2017-12-27,146.199,147.402,145.79,147.343,1596800,0.0,0.0
2017-12-28,147.846,148.094,147.3,147.71,1800100,0.0,0.0
2017-12-29,147.607,147.607,146.703,146.873,2201800,0.0,0.0
2018-01-02,148.247,148.887,147.334,147.812,3696900,0.0,0.0
2018-01-03,147.82,148.17,146.771,147.189,3789600,0.0,0.0
2018-01-04,147.829,148.588,147.394,148.222,2756400,0.0,0.0
2018-01-05,148.478,149.331,147.966,148.52,3737700,0.0,0.0
2018-01-08,148.256,148.657,147.564,148.418,2060800,0.0,0.0
2018-01-09,148.674,148.674,147.633,148.085,2674300,0.0,0.0
2018-01-10,148.051,148.478,147.172,148.059,2172500,0.0,0.0
2018-01-11,148.102,148.947,146.856,147.957,3078000,0.0,0.0
2018-01-12,147.931,148.298,147.522,148.111,2901600,0.0,0.0
2018-01-16,148.153,148.827,147.522,148.204,3662600,0.0,0.0
2018-01-17,148.776,149.92,148.375,149.314,4129600,0.0,0.0
2018-01-18,149.493,149.715,148.392,148.964,2154800,0.0,0.0
2018-01-19,149.322,150.73,148.802,150.287,3746300,0.0,0.0
2018-01-22,150.159,150.892,149.851,150.363,3217900,0.0,0.0
2018-01-23,149.817,151.677,149.203,150.875,3197600,0.0,0.0
2018-01-24,151.293,151.293,149.544,150.287,2810800,0.0,0.0
2018-01-25,150.525,150.713,149.041,149.894,2815800,0.0,0.0
